Source,Target,Type,Id,Label,timeset,Weight,relationship
janezklop,startupslovenia,Directed,1477,,,1,Mentions
mirocerar,podimconference,Directed,1478,,,2,Mentions
podimconference,mirocerar,Directed,1479,,,1,Mentions
janezklop,podimconference,Directed,1480,,,1,Mentions
janezklop,matjazderin,Directed,1481,,,1,Mentions
rozancgasper,mo_novomesto,Directed,1482,,,1,Mentions
mo_novomesto,rozancgasper,Directed,1483,,,1,Mentions
janezklop,mo_novomesto,Directed,1484,,,1,Mentions
janezklop,rozancgasper,Directed,1485,,,1,Mentions
janezklop,tommy_sgb,Directed,1486,,,1,Mentions
janezklop,toptvslovenija,Directed,1487,,,1,Mentions
janezklop,val202,Directed,1488,,,1,Mentions
janezklop,youtube,Directed,1489,,,2,Mentions
janezklop,mgruden,Directed,1490,,,1,Mentions
janezklop,strankasloga,Directed,1491,,,1,Mentions
janezklop,piratskastranka,Directed,1492,,,2,Mentions
janezklop,spslovenije,Directed,1493,,,11,Mentions
janezklop,strankasds,Directed,1494,,,1,Mentions
janezklop,strankasd,Directed,1495,,,1,Mentions
dolin1dolinar,nova24tv,Directed,1496,,,4,Mentions
dolin1dolinar,strankasds,Directed,1497,,,1,Mentions
dolin1dolinar,mojcaskrinjar,Directed,1498,,,1,Mentions
dolin1dolinar,jjansasds,Directed,1499,,,1,Mentions
dolin1dolinar,mprevejsek,Directed,1500,,,2,Mentions
dolin1dolinar,demokracija1,Directed,1501,,,1,Mentions
dolin1dolinar,petra_jansa,Directed,1502,,,1,Mentions
markosket,robertsifrer,Directed,1503,,,1,Mentions
agortaa,nova24tv,Directed,1504,,,2,Mentions
agortaa,rtv_slovenija,Directed,1505,,,1,Mentions
agortaa,jjansasds,Directed,1506,,,1,Mentions
jjansasds,agortaa,Directed,1507,,,1,Mentions
markosket,agortaa,Directed,1508,,,1,Mentions
markosket,david_ferletic,Directed,1509,,,1,Mentions
vinkovasle1,solidarnost_si,Directed,1510,,,2,Mentions
sova_0007,solidarnost_si,Directed,1511,,,1,Mentions
tomltoml,solidarnost_si,Directed,1512,,,1,Mentions
vinkovasle1,strankalevica,Directed,1513,,,2,Mentions
sova_0007,strankalevica,Directed,1514,,,1,Mentions
tomltoml,strankalevica,Directed,1515,,,1,Mentions
cikibucka,max970,Directed,1516,,,2,Mentions
max970,trotz_dessen,Directed,1517,,,1,Mentions
max970,demokracija1,Directed,1518,,,1,Mentions
max970,nova24tv,Directed,1519,,,3,Mentions
max970,bojanzadel,Directed,1520,,,1,Mentions
max970,revijareporter,Directed,1521,,,1,Mentions
max970,altpaulin,Directed,1522,,,1,Mentions
max970,metkazevnik,Directed,1523,,,1,Mentions
tomltoml,max970,Directed,1524,,,1,Mentions
vinkovasle1,krtmen,Directed,1525,,,1,Mentions
tomltoml,krtmen,Directed,1526,,,1,Mentions
petra_jansa,demokracija1,Directed,1527,,,3,Mentions
petra_jansa,rtv_slovenija,Directed,1528,,,4,Mentions
petra_jansa,freewiseguy,Directed,1529,,,3,Mentions
petra_jansa,nova24tv,Directed,1530,,,1,Mentions
petra_jansa,slovenskavojska,Directed,1531,,,1,Mentions
petra_jansa,jjansasds,Directed,1532,,,2,Mentions
petra_jansa,jozebiscak,Directed,1533,,,1,Mentions
petra_jansa,revijareporter,Directed,1534,,,2,Mentions
petra_jansa,ales_primc,Directed,1535,,,1,Mentions
sova_0007,petra_jansa,Directed,1536,,,1,Mentions
tomltoml,petra_jansa,Directed,1537,,,1,Mentions
katarinaurankar,c_mirkic,Directed,1538,,,1,Mentions
cikibucka,medeja_7,Directed,1539,,,1,Mentions
medeja_7,strankasds,Directed,1540,,,1,Mentions
medeja_7,mojcaskrinjar,Directed,1541,,,1,Mentions
medeja_7,jjansasds,Directed,1542,,,2,Mentions
medeja_7,trotz_dessen,Directed,1543,,,1,Mentions
medeja_7,revijareporter,Directed,1544,,,1,Mentions
medeja_7,rtv_slovenija,Directed,1545,,,1,Mentions
medeja_7,mprevejsek,Directed,1546,,,1,Mentions
tomltoml,medeja_7,Directed,1547,,,1,Mentions
katarinaurankar,medeja_7,Directed,1548,,,1,Mentions
vinkovasle1,strankasds,Directed,1549,,,1,Mentions
vinkovasle1,mojcaskrinjar,Directed,1550,,,1,Mentions
vinkovasle1,slovenskavojska,Directed,1551,,,1,Mentions
vinkovasle1,jjansasds,Directed,1552,,,3,Mentions
vinkovasle1,nova24tv,Directed,1553,,,3,Mentions
vinkovasle1,nemarambutlov,Directed,1554,,,1,Mentions
vinkovasle1,demokracija1,Directed,1555,,,1,Mentions
vinkovasle1,jozebiscak,Directed,1556,,,1,Mentions
vinkovasle1,rtv_slovenija,Directed,1557,,,1,Mentions
sova_0007,vinkovasle1,Directed,1558,,,1,Mentions
tomltoml,vinkovasle1,Directed,1559,,,1,Mentions
katarinaurankar,vinkovasle1,Directed,1560,,,1,Mentions
kovacrebeka,24ur_com,Directed,1561,,,1,Mentions
kovacrebeka,rtv_slovenija,Directed,1562,,,1,Mentions
katarinaurankar,kovacrebeka,Directed,1563,,,1,Mentions
bojanzadel,nova24tv,Directed,1564,,,3,Mentions
tomltoml,bojanzadel,Directed,1565,,,1,Mentions
katarinaurankar,bojanzadel,Directed,1566,,,1,Mentions
katarinaurankar,demokracija1,Directed,1567,,,2,Mentions
katarinaurankar,jozebiscak,Directed,1568,,,1,Mentions
katarinaurankar,jjansasds,Directed,1569,,,3,Mentions
katarinaurankar,matjadraksler,Directed,1570,,,1,Mentions
katarinaurankar,fzagorc,Directed,1571,,,2,Mentions
katarinaurankar,nova24tv,Directed,1572,,,4,Mentions
katarinaurankar,bond00775328617,Directed,1573,,,1,Mentions
katarinaurankar,slovenskavojska,Directed,1574,,,1,Mentions
katarinaurankar,ales_primc,Directed,1575,,,1,Mentions
katarinaurankar,dominikasvarc,Directed,1576,,,1,Mentions
katarinaurankar,urosjausevec,Directed,1577,,,1,Mentions
katarinaurankar,tomltoml,Directed,1578,,,1,Mentions
katarinaurankar,rtv_slovenija,Directed,1579,,,1,Mentions
katarinaurankar,penzionist12,Directed,1580,,,1,Mentions
katarinaurankar,revijareporter,Directed,1581,,,1,Mentions
ajitamxy,bite84303401,Directed,1582,,,1,Mentions
markosket,bond00775328617,Directed,1583,,,1,Mentions
ajitamxy,bond00775328617,Directed,1584,,,1,Mentions
janezmeznarec,demokracija1,Directed,1585,,,1,Mentions
ajitamxy,janezmeznarec,Directed,1586,,,1,Mentions
boriscipot1,ales_primc,Directed,1587,,,1,Mentions
metkazevnik,ales_primc,Directed,1588,,,1,Mentions
cikibucka,ales_primc,Directed,1589,,,1,Mentions
jjansasds,ales_primc,Directed,1590,,,1,Mentions
demokracija1,ales_primc,Directed,1591,,,1,Mentions
tomltoml,ales_primc,Directed,1592,,,1,Mentions
ajitamxy,ales_primc,Directed,1593,,,1,Mentions
penzionist12,dominikasvarc,Directed,1594,,,1,Mentions
penzionist12,urosjausevec,Directed,1595,,,1,Mentions
penzionist12,tomltoml,Directed,1596,,,1,Mentions
penzionist12,vso_slovenija,Directed,1597,,,2,Mentions
penzionist12,rtv_slovenija,Directed,1598,,,1,Mentions
penzionist12,jjansasds,Directed,1599,,,2,Mentions
penzionist12,nova24tv,Directed,1600,,,2,Mentions
penzionist12,boriscipot1,Directed,1601,,,1,Mentions
penzionist12,bernardbrscic,Directed,1602,,,1,Mentions
ajitamxy,penzionist12,Directed,1603,,,1,Mentions
cikibucka,revijareporter,Directed,1604,,,2,Mentions
r10vojko,revijareporter,Directed,1605,,,1,Mentions
sova_0007,revijareporter,Directed,1606,,,1,Mentions
tomltoml,revijareporter,Directed,1607,,,1,Mentions
ajitamxy,nova24tv,Directed,1608,,,7,Mentions
ajitamxy,mojcav1,Directed,1609,,,1,Mentions
ajitamxy,demokracija1,Directed,1610,,,2,Mentions
ajitamxy,vso_slovenija,Directed,1611,,,1,Mentions
ajitamxy,nemarambutlov,Directed,1612,,,1,Mentions
boriscipot1,vso_slovenija,Directed,1613,,,2,Mentions
vso_slovenija,slovenskavojska,Directed,1614,,,1,Mentions
vso_slovenija,jjansasds,Directed,1615,,,2,Mentions
vso_slovenija,nova24tv,Directed,1616,,,1,Mentions
vso_slovenija,tonekrkovic,Directed,1617,,,1,Mentions
vso_slovenija,boriscipot1,Directed,1618,,,1,Mentions
tomazkavcic,vso_slovenija,Directed,1619,,,1,Mentions
boriscipot1,tonekrkovic,Directed,1620,,,2,Mentions
tomazkavcic,tonekrkovic,Directed,1621,,,1,Mentions
tomazkavcic,boriscipot1,Directed,1622,,,1,Mentions
tomazkavcic,nova24tv,Directed,1623,,,2,Mentions
tomazkavcic,bernardbrscic,Directed,1624,,,1,Mentions
gen_id_slo,nova24tv,Directed,1625,,,2,Mentions
gen_id_slo,bernardbrscic,Directed,1626,,,1,Mentions
prisank9,markosket,Directed,1627,,,2,Mentions
metkazevnik,rtv_slovenija,Directed,1628,,,1,Mentions
metkazevnik,jjansasds,Directed,1629,,,1,Mentions
metkazevnik,fzagorc,Directed,1630,,,1,Mentions
rauterzani,metkazevnik,Directed,1631,,,1,Mentions
zidandejan,strankasd,Directed,1632,,,1,Mentions
strankasd,zidandejan,Directed,1633,,,1,Mentions
sova_0007,zidandejan,Directed,1634,,,1,Mentions
aleksan61182821,zidandejan,Directed,1635,,,1,Mentions
sova_0007,mojcaskrinjar,Directed,1636,,,1,Mentions
sova_0007,slovenskavojska,Directed,1637,,,1,Mentions
sova_0007,mojcav1,Directed,1638,,,1,Mentions
sova_0007,nova24tv,Directed,1639,,,2,Mentions
aleksan61182821,sova_0007,Directed,1640,,,2,Mentions
aleksan61182821,had,Directed,1641,,,1,Mentions
aleksan61182821,jan_gerben,Directed,1642,,,1,Mentions
aleksan61182821,prav1111,Directed,1643,,,1,Mentions
allbriefs,nova24tv,Directed,1644,,,1,Mentions
aleksan61182821,allbriefs,Directed,1645,,,1,Mentions
bojanpozar,mirocerar,Directed,1646,,,1,Mentions
bojansimm,mirocerar,Directed,1647,,,1,Mentions
cikibucka,mirocerar,Directed,1648,,,1,Mentions
aleksan61182821,mirocerar,Directed,1649,,,1,Mentions
bojansimm,rtv_slovenija,Directed,1650,,,1,Mentions
cikibucka,bojansimm,Directed,1651,,,1,Mentions
aleksan61182821,bojansimm,Directed,1652,,,1,Mentions
cikibucka,bojanpozar,Directed,1653,,,1,Mentions
aleksan61182821,bojanpozar,Directed,1654,,,1,Mentions
cikibucka,demokracija1,Directed,1655,,,1,Mentions
cikibucka,nova24tv,Directed,1656,,,3,Mentions
cikibucka,mojcav1,Directed,1657,,,1,Mentions
cikibucka,fzagorc,Directed,1658,,,1,Mentions
cikibucka,bozidarbiscan,Directed,1659,,,1,Mentions
cikibucka,strankasd,Directed,1660,,,1,Mentions
cikibucka,jjansasds,Directed,1661,,,5,Mentions
cikibucka,rtv_slovenija,Directed,1662,,,1,Mentions
cikibucka,strankasds,Directed,1663,,,3,Mentions
aleksan61182821,cikibucka,Directed,1664,,,1,Mentions
aleksan61182821,slovenskavojska,Directed,1665,,,1,Mentions
aleksan61182821,jjansasds,Directed,1666,,,3,Mentions
aleksan61182821,strankasd,Directed,1667,,,1,Mentions
aleksan61182821,dominikasvarc,Directed,1668,,,1,Mentions
aleksan61182821,urosjausevec,Directed,1669,,,1,Mentions
aleksan61182821,tomltoml,Directed,1670,,,1,Mentions
aleksan61182821,trotz_dessen,Directed,1671,,,1,Mentions
aleksan61182821,rtv_slovenija,Directed,1672,,,1,Mentions
aleksan61182821,strankasds,Directed,1673,,,1,Mentions
aleksan61182821,matjadraksler,Directed,1674,,,1,Mentions
aleksan61182821,bernardbrscic,Directed,1675,,,1,Mentions
krrokarr,bernardbrscic,Directed,1676,,,1,Mentions
svizec5,nova24tv,Directed,1677,,,1,Mentions
darkoermenc,svizec5,Directed,1678,,,1,Mentions
darkoermenc,nova24tv,Directed,1679,,,1,Mentions
fzagorc,nova24tv,Directed,1680,,,1,Mentions
fzagorc,slovenskavojska,Directed,1681,,,1,Mentions
fzagorc,jjansasds,Directed,1682,,,1,Mentions
potepuski,fzagorc,Directed,1683,,,1,Mentions
anazagozen,fzagorc,Directed,1684,,,1,Mentions
anazagozen,profaljosa,Directed,1685,,,1,Mentions
anazagozen,nova24tv,Directed,1686,,,3,Mentions
anazagozen,stolnica,Directed,1687,,,1,Mentions
anazagozen,jjansasds,Directed,1688,,,2,Mentions
anazagozen,rtv_slovenija,Directed,1689,,,1,Mentions
anazagozen,nemarambutlov,Directed,1690,,,1,Mentions
anazagozen,bernardbrscic,Directed,1691,,,1,Mentions
dr_eclectic,dialogos_si,Directed,1692,,,1,Mentions
dr_eclectic,nova24tv,Directed,1693,,,1,Mentions
slovenskipanter,free_rtv,Directed,1694,,,1,Mentions
slovenskipanter,markosket,Directed,1695,,,1,Mentions
matjadraksler,demokracija1,Directed,1696,,,1,Mentions
tomltoml,matjadraksler,Directed,1697,,,1,Mentions
margu501,matjadraksler,Directed,1698,,,1,Mentions
mojcav1,mojcaskrinjar,Directed,1699,,,1,Mentions
jjansasds,mojcav1,Directed,1700,,,1,Mentions
margu501,mojcav1,Directed,1701,,,1,Mentions
mojcaskrinjar,strankasds,Directed,1702,,,2,Mentions
mojcaskrinjar,rtv_slovenija,Directed,1703,,,2,Mentions
mojcaskrinjar,jjansasds,Directed,1704,,,2,Mentions
margu501,mojcaskrinjar,Directed,1705,,,1,Mentions
cesenj,freewiseguy,Directed,1706,,,1,Mentions
tomltoml,freewiseguy,Directed,1707,,,1,Mentions
margu501,freewiseguy,Directed,1708,,,1,Mentions
strubeljg,jjansasds,Directed,1709,,,1,Mentions
margu501,strubeljg,Directed,1710,,,1,Mentions
margu501,trotz_dessen,Directed,1711,,,1,Mentions
strankasds,rtv_slovenija,Directed,1712,,,1,Mentions
bozidarbiscan,rtv_slovenija,Directed,1713,,,1,Mentions
jjansasds,rtv_slovenija,Directed,1714,,,2,Mentions
r10vojko,rtv_slovenija,Directed,1715,,,1,Mentions
demokracija1,rtv_slovenija,Directed,1716,,,1,Mentions
potepuski,rtv_slovenija,Directed,1717,,,1,Mentions
tomltoml,rtv_slovenija,Directed,1718,,,1,Mentions
margu501,rtv_slovenija,Directed,1719,,,1,Mentions
margu501,24ur_com,Directed,1720,,,1,Mentions
jozebiscak,slovenskavojska,Directed,1721,,,1,Mentions
jozebiscak,jjansasds,Directed,1722,,,2,Mentions
demokracija1,jozebiscak,Directed,1723,,,1,Mentions
cesenj,jozebiscak,Directed,1724,,,1,Mentions
markosket,jozebiscak,Directed,1725,,,1,Mentions
margu501,jozebiscak,Directed,1726,,,1,Mentions
tomltoml,dominikasvarc,Directed,1727,,,2,Mentions
margu501,dominikasvarc,Directed,1728,,,1,Mentions
tomltoml,urosjausevec,Directed,1729,,,2,Mentions
margu501,urosjausevec,Directed,1730,,,1,Mentions
tomltoml,jjansasds,Directed,1731,,,3,Mentions
tomltoml,demokracija1,Directed,1732,,,1,Mentions
tomltoml,potepuski,Directed,1733,,,1,Mentions
tomltoml,nova24tv,Directed,1734,,,1,Mentions
tomltoml,nemarambutlov,Directed,1735,,,1,Mentions
tomltoml,cesenj,Directed,1736,,,1,Mentions
margu501,tomltoml,Directed,1737,,,1,Mentions
mprevejsek,demokracija1,Directed,1738,,,1,Mentions
jjansasds,mprevejsek,Directed,1739,,,2,Mentions
margu501,mprevejsek,Directed,1740,,,1,Mentions
altpaulin,nova24tv,Directed,1741,,,2,Mentions
r10vojko,altpaulin,Directed,1742,,,1,Mentions
markosket,altpaulin,Directed,1743,,,2,Mentions
margu501,altpaulin,Directed,1744,,,1,Mentions
strankasds,nova24tv,Directed,1745,,,1,Mentions
strankasds,jjansasds,Directed,1746,,,1,Mentions
r10vojko,strankasds,Directed,1747,,,1,Mentions
margu501,strankasds,Directed,1748,,,1,Mentions
jernejstromajer,strankasd,Directed,1749,,,1,Mentions
strankasd,jernejstromajer,Directed,1750,,,1,Mentions
rokjarc,strankasd,Directed,1751,,,1,Mentions
jjansasds,strankasd,Directed,1752,,,1,Mentions
r10vojko,strankasd,Directed,1753,,,1,Mentions
margu501,strankasd,Directed,1754,,,2,Mentions
r10vojko,jernejstromajer,Directed,1755,,,1,Mentions
margu501,jernejstromajer,Directed,1756,,,2,Mentions
margu501,rokjarc,Directed,1757,,,2,Mentions
r10vojko,markosket,Directed,1758,,,1,Mentions
r10vojko,demokracija1,Directed,1759,,,1,Mentions
r10vojko,nova24tv,Directed,1760,,,1,Mentions
margu501,r10vojko,Directed,1761,,,1,Mentions
potepuski,jjansasds,Directed,1762,,,1,Mentions
potepuski,cesenj,Directed,1763,,,1,Mentions
potepuski,nova24tv,Directed,1764,,,1,Mentions
margu501,potepuski,Directed,1765,,,1,Mentions
cesenj,demokracija1,Directed,1766,,,2,Mentions
margu501,cesenj,Directed,1767,,,1,Mentions
jozejos,nova24tv,Directed,1768,,,2,Mentions
jozejos,nemarambutlov,Directed,1769,,,1,Mentions
margu501,jozejos,Directed,1770,,,1,Mentions
markosket,nova24tv,Directed,1771,,,6,Mentions
markosket,jjansasds,Directed,1772,,,1,Mentions
markosket,demokracija1,Directed,1773,,,1,Mentions
markosket,nemarambutlov,Directed,1774,,,1,Mentions
margu501,markosket,Directed,1775,,,2,Mentions
margu501,bernardbrscic,Directed,1776,,,1,Mentions
bozidarbiscan,jjansasds,Directed,1777,,,1,Mentions
margu501,bozidarbiscan,Directed,1778,,,1,Mentions
margu501,jjansasds,Directed,1779,,,2,Mentions
jjansasds,slovenskavojska,Directed,1780,,,2,Mentions
majekprezi,slovenskavojska,Directed,1781,,,1,Mentions
jjansasds,nova24tv,Directed,1782,,,11,Mentions
jjansasds,stolnica,Directed,1783,,,1,Mentions
jjansasds,nemarambutlov,Directed,1784,,,1,Mentions
jjansasds,demokracija1,Directed,1785,,,1,Mentions
demokracija1,jjansasds,Directed,1786,,,1,Mentions
majekprezi,jjansasds,Directed,1787,,,2,Mentions
nemarambutlov,nova24tv,Directed,1788,,,2,Mentions
majekprezi,nova24tv,Directed,1789,,,1,Mentions
majekprezi,nemarambutlov,Directed,1790,,,1,Mentions
majekprezi,demokracija1,Directed,1791,,,1,Mentions
perko_david,mirocerar,Directed,1792,,,1,Replies to
marinijafiredon,nocnatica,Directed,1793,,,1,Replies to
rok_novak,blaz_88,Directed,1794,,,1,Replies to
jolandabuh,markobandelli,Directed,1795,,,1,Replies to
sitarmilan,stajerskitednik,Directed,1796,,,1,Replies to
demegolfemente,4golfonline,Directed,1797,,,1,Replies to
aylayeahh,btsslovenia,Directed,1798,,,1,Replies to
propiar,saskamrak,Directed,1799,,,1,Replies to
kilgoresh5,artgotar,Directed,1800,,,1,Replies to
gospodjob,effo12,Directed,1801,,,1,Replies to
mtvladimirov,jjansasds,Directed,1802,,,1,Replies to
jkmcnk,mladenprajdic,Directed,1803,,,1,Replies to
dialogos_si,nejkom,Directed,1804,,,1,Replies to
bigjoc2011,tfajon,Directed,1805,,,1,Replies to
jozesket68,baldrick_57,Directed,1806,,,1,Replies to
arthajoon,iovehuns,Directed,1807,,,1,Replies to
dlenarcic,svetonilovic,Directed,1808,,,1,Replies to
dobramrha,vso_slovenija,Directed,1809,,,1,Replies to
pklepec,vanfranco,Directed,1810,,,1,Replies to
lukatreven,ribictine,Directed,1811,,,1,Replies to
kalisekmoni,agortaa,Directed,1812,,,1,Replies to
starihalj,pocivalsekz,Directed,1813,,,1,Replies to
tadejacerk,artgotar,Directed,1814,,,1,Replies to
branka25153603,jjansasds,Directed,1815,,,1,Replies to
trsinarzdenko,franc10324360,Directed,1816,,,1,Replies to
crico111,penzionist12,Directed,1817,,,1,Replies to
milenkoziherl1,tfajon,Directed,1818,,,1,Replies to
se_eden,potepuski,Directed,1819,,,1,Replies to
3k3g3b3,tvodmevi,Directed,1820,,,1,Replies to
igorpribac,matjazgerm,Directed,1821,,,1,Replies to
igorpribac,steinbuch,Directed,1822,,,1,Replies to
czcbz,spelanovak,Directed,1823,,,1,Replies to
surfon,petrasovdat,Directed,1824,,,1,Replies to
vojkozabjek,milanzager,Directed,1825,,,1,Replies to
cirilvelikooko,jjansasds,Directed,1826,,,1,Replies to
komar4442,jaka__dolinar,Directed,1827,,,1,Replies to
radioognjisce,karitas46622347,Directed,1828,,,1,Replies to
markopavlisic,zigacepe,Directed,1829,,,1,Replies to
gloomygregster,had,Directed,1830,,,1,Replies to
katarinajenko,jazbarmatjaz,Directed,1831,,,1,Replies to
jazbarmatjaz,katarinajenko,Directed,1832,,,1,Replies to
maceklj,janezgecc,Directed,1833,,,1,Replies to
maceklj,delo,Directed,1834,,,1,Replies to
mrcinkobolfov,mladiforum,Directed,1835,,,1,Replies to
jurebrankovic,silosthe,Directed,1836,,,1,Replies to
matino667,katarinadbr,Directed,1837,,,1,Replies to
matevznovak,zarelepotec,Directed,1838,,,1,Replies to
nualannasimmed,igorgobec,Directed,1839,,,1,Replies to
kovacrebeka,berry20275000,Directed,1840,,,1,Replies to
lapsaso,zmajlj,Directed,1841,,,1,Replies to
lapsaso,karantanec,Directed,1842,,,1,Replies to
karantanec,lucijausaj,Directed,1843,,,1,Replies to
atbeatris,frenkmate,Directed,1844,,,1,Replies to
el_messija,strankalevica,Directed,1845,,,1,Replies to
mstrovs,vesnam16,Directed,1846,,,1,Replies to
tradicijaslo,borisvoncina,Directed,1847,,,1,Replies to
cirocara,pstendler,Directed,1848,,,2,Replies to
ivankakoprivc,vso_slovenija,Directed,1849,,,3,Replies to
andrejkokot,leaathenatabako,Directed,1850,,,1,Replies to
vojinovic_,srpskalegija,Directed,1851,,,1,Replies to
strankalevica,lukamesec,Directed,1852,,,1,Replies to
senkandreja,mojcaskrinjar,Directed,1853,,,1,Replies to
povse9,senkandreja,Directed,1854,,,1,Replies to
janezpogorelec,zaslovenijo2,Directed,1855,,,2,Replies to
janezpogorelec,lajnareu,Directed,1856,,,1,Replies to
lajnareu,janezpogorelec,Directed,1857,,,1,Replies to
alzheimerultra,jozejerovsek,Directed,1858,,,1,Replies to
slogroyper,pstendler,Directed,1859,,,1,Replies to
annianni246,sumandreja,Directed,1860,,,1,Replies to
tradicijaslo,annianni246,Directed,1861,,,1,Replies to
tradicijaslo,sumandreja,Directed,1862,,,1,Replies to
matejzz,rajkogeric,Directed,1863,,,1,Replies to
matejzz,jjansasds,Directed,1864,,,1,Replies to
matejzz,normamkorosec,Directed,1865,,,1,Replies to
lbna69,krtmen,Directed,1866,,,1,Replies to
krtmen,lbna69,Directed,1867,,,1,Replies to
nemarambutlov,lbna69,Directed,1868,,,1,Replies to
r10vojko,libertarec,Directed,1869,,,1,Replies to
r10vojko,normamkorosec,Directed,1870,,,1,Replies to
prgadp,goranbracic,Directed,1871,,,1,Replies to
zidandejan,siolnews,Directed,1872,,,1,Replies to
kokochannel12,vso_slovenija,Directed,1873,,,1,Replies to
zmajlj,freewiseguy,Directed,1874,,,2,Replies to
risinja,zmajlj,Directed,1875,,,1,Replies to
sova_0007,lucijausaj,Directed,1876,,,1,Replies to
janezklop,miabezjak,Directed,1877,,,3,Replies to
janezklop,matjavede,Directed,1878,,,1,Replies to
janezklop,dusankocevar1,Directed,1879,,,1,Replies to
janezklop,goran_trajkovic,Directed,1880,,,1,Replies to
janezklop,franc10324360,Directed,1881,,,1,Replies to
janezklop,institutipes,Directed,1882,,,1,Replies to
strankasloga,vso_slovenija,Directed,1883,,,3,Replies to
spslovenije,strankasloga,Directed,1884,,,1,Replies to
janezklop,mirocerar,Directed,1885,,,1,Replies to
bond00775328617,bite84303401,Directed,1886,,,1,Replies to
ajitamxy,revijareporter,Directed,1887,,,2,Replies to
sova_0007,strankasd,Directed,1888,,,1,Replies to
sova_0007,jjansasds,Directed,1889,,,2,Replies to
jan_gerben,had,Directed,1890,,,1,Replies to
allbriefs,prav1111,Directed,1891,,,1,Replies to
bojanpozar,bojansimm,Directed,1892,,,1,Replies to
bojansimm,bojanpozar,Directed,1893,,,1,Replies to
cikibucka,matjadraksler,Directed,1894,,,3,Replies to
dr_eclectic,bernardbrscic,Directed,1895,,,1,Replies to
mojcav1,strankasds,Directed,1896,,,2,Replies to
freewiseguy,rtv_slovenija,Directed,1897,,,1,Replies to
rokjarc,jernejstromajer,Directed,1898,,,1,Replies to
r10vojko,rokjarc,Directed,1899,,,1,Replies to
monster189,monster189,Directed,1900,,,1,Tweet
slovenija_2012,slovenija_2012,Directed,1901,,,1,Tweet
janjicgor,janjicgor,Directed,1902,,,1,Tweet
nedamise1950,nedamise1950,Directed,1903,,,1,Tweet
njenasi,njenasi,Directed,1904,,,1,Tweet
peterstrovs,peterstrovs,Directed,1905,,,1,Tweet
balkanhandball,balkanhandball,Directed,1906,,,1,Tweet
turizemptuj,turizemptuj,Directed,1907,,,1,Tweet
sioltrendi,sioltrendi,Directed,1908,,,1,Tweet
slovenia_shop,slovenia_shop,Directed,1909,,,1,Tweet
gskube,gskube,Directed,1910,,,1,Tweet
goodoldrebel3,goodoldrebel3,Directed,1911,,,1,Tweet
dobradrzava,dobradrzava,Directed,1912,,,1,Tweet
anjaintihar,anjaintihar,Directed,1913,,,1,Tweet
biserislovenije,biserislovenije,Directed,1914,,,1,Tweet
paganini_1782,paganini_1782,Directed,1915,,,1,Tweet
24ur_come,24ur_come,Directed,1916,,,1,Tweet
barbaraerzen,barbaraerzen,Directed,1917,,,1,Tweet
epfmb,epfmb,Directed,1918,,,2,Tweet
obramba2015,obramba2015,Directed,1919,,,1,Tweet
zigab,zigab,Directed,1920,,,1,Tweet
kizidor,kizidor,Directed,1921,,,1,Tweet
prahneza,prahneza,Directed,1922,,,1,Tweet
majaprija,majaprija,Directed,1923,,,1,Tweet
infodsd,infodsd,Directed,1924,,,2,Tweet
kosirliza,kosirliza,Directed,1925,,,1,Tweet
jinaver,jinaver,Directed,1926,,,1,Tweet
dejanmesaricgsn,dejanmesaricgsn,Directed,1927,,,1,Tweet
ingvarcoracinus,ingvarcoracinus,Directed,1928,,,1,Tweet
oranjeswaeltjie,oranjeswaeltjie,Directed,1929,,,1,Tweet
tomoanzel,tomoanzel,Directed,1930,,,1,Tweet
napoleonboutiq,napoleonboutiq,Directed,1931,,,1,Tweet
fskamnik,fskamnik,Directed,1932,,,1,Tweet
dejanpersuh,dejanpersuh,Directed,1933,,,1,Tweet
govorise,govorise,Directed,1934,,,1,Tweet
duledoz,duledoz,Directed,1935,,,1,Tweet
dejlight,dejlight,Directed,1936,,,1,Tweet
svarun_k,svarun_k,Directed,1937,,,1,Tweet
futsalsi,futsalsi,Directed,1938,,,2,Tweet
nova24tw,nova24tw,Directed,1939,,,1,Tweet
acmant,acmant,Directed,1940,,,1,Tweet
laurentafricano,laurentafricano,Directed,1941,,,1,Tweet
pikapok38002423,pikapok38002423,Directed,1942,,,1,Tweet
ytongsi,ytongsi,Directed,1943,,,1,Tweet
kragelnadja,kragelnadja,Directed,1944,,,2,Tweet
jforsek,jforsek,Directed,1945,,,1,Tweet
prerok,prerok,Directed,1946,,,1,Tweet
francivaljavec,francivaljavec,Directed,1947,,,1,Tweet
dr_olaj,dr_olaj,Directed,1948,,,1,Tweet
sitfitsi,sitfitsi,Directed,1949,,,1,Tweet
institut_inepa,institut_inepa,Directed,1950,,,1,Tweet
eduleader_si,eduleader_si,Directed,1951,,,1,Tweet
yugounderground,yugounderground,Directed,1952,,,1,Tweet
veneerhouse_p,veneerhouse_p,Directed,1953,,,3,Tweet
dnevnenovice,dnevnenovice,Directed,1954,,,1,Tweet
podcrto,podcrto,Directed,1955,,,1,Tweet
citydealba,citydealba,Directed,1956,,,1,Tweet
simon_skrba,simon_skrba,Directed,1957,,,1,Tweet
faktormk,faktormk,Directed,1958,,,1,Tweet
agencija101,agencija101,Directed,1959,,,1,Tweet
ykobaz,ykobaz,Directed,1960,,,1,Tweet
